node_id,subnode_id
36095489,48991594
36095489,40188963
36095489,1273263
36095489,14013973
36095489,25619126
36095489,43421099
36095489,19551347
36095489,6721876
36095489,49653027
36095489,33177091
36095489,51674626
36095489,39513100
36095489,63820026
36095489,58163601
36095489,8379993
36095489,38078556
36095489,49289855
36095489,66910610
36095489,46810908
36095489,34089480
36095489,40175698
36095489,4679587
36095489,1573260
36095489,31510038
36095489,25010606
36095489,35673743
36095489,3289431
36095489,12438133
36095489,4634890
36095489,51118773
36095489,36639464
36095489,7922764
36095489,46927928
36095489,57158127
36095489,38634170
36095489,983769
36095489,42865045
36095489,12476165
36095489,30707886
36095489,16189684
36095489,31993655
36095489,66913382
36095489,12994731
36095489,48402089
36095489,29002581
36095489,46318631
36095489,31564218
36095489,55125021
36095489,12506918
36095489,21377409
36095489,11528988
36095489,43580010
36095489,63289342
36095489,26848865
36095489,4499182
36095489,29025524
36095489,43218201
36095489,20578354
36095489,51742334
36095489,22870804
36095489,6818221
36095489,8103470
36095489,23918528
36095489,56410754
36095489,26625030
36095489,24339493
36095489,48032549
36095489,20382466
36095489,30177290
36095489,37171006
36095489,44815883
36095489,53274991
36095489,39406703
36095489,7737189
36095489,57031760
36095489,53332072
36095489,17513428
36095489,48440204
36095489,42357673
36095489,31929988
36095489,55813807
36095489,41164500
36095489,24873198
36095489,61548989
36095489,20192920
36095489,9136819
36095489,3032192
36095489,22325606
36095489,447140
36095489,16746943
36095489,32483459
36095489,30091459
36095489,22008165
36095489,3499739
36095489,30326472
36095489,16514862
36095489,27026679
36095489,39274838
36095489,50144539
36095489,5671216
36095489,7535526
36095489,66393131
36095489,53147648
36095489,66484607
36095489,17336024
36095489,44650347
36095489,56490233
36095489,23060138
36095489,57458557
36095489,16994461
36095489,21978660
36095489,1603395
36095489,61620318
36095489,65068885
36095489,35126654
36095489,40643273
36095489,34086622
36095489,39051433
36095489,6759772
36095489,35687524
36095489,62794434
36095489,40838423
36095489,305680
36095489,65566505
36095489,6748374
36095489,5333584
36095489,7161196
36095489,26841746
36095489,10414842
36095489,33500384
36095489,58885804
36095489,20808349
36095489,22559498
36095489,51940568
36095489,55587253
36095489,21799712
36095489,29720864
36095489,50062644
36095489,45923993
36095489,36103067
36095489,49000678
36095489,24315689
36095489,21493643
36095489,37514526
36095489,8117612
36095489,53946966
36095489,20969547
36095489,67041447
36095489,22082438
36095489,65519933
36095489,50747163
36095489,19949953
36095489,21987407
36095489,21843009
36095489,34843106
36095489,38687472
36095489,6096824
36095489,41532668
36095489,30078593
36095489,3316739
36095489,8694703
36095489,17057236
36095489,37072569
36095489,14685347
36095489,54191092
36095489,66567073
36095489,9899246
36095489,11671521
36095489,52730289
36095489,15574746
36095489,44863041
36095489,30725291
36095489,2030516
36095489,2283737
36095489,1725338
36095489,20976542
36095489,14904875
36095489,46001135
36095489,32184945
36095489,55490575
36095489,62126942
36095489,12755198
36095489,3926134
36095489,38127901
36095489,48537255
36095489,26795050
36095489,25529548
36095489,51982637
36095489,48628617
36095489,60672321
36095489,63617265
36095489,58063147
36095489,49598635
36095489,50162740
36095489,46143080
36095489,16873068
36095489,64873035
36095489,17042410
36095489,24548869
36095489,291868
36095489,18701452
36095489,59116651
36095489,4015446
36095489,55723833
36095489,5290217
36095489,43350510
36095489,27682547
36095489,53163426
36095489,64535766
36095489,33910888
36095489,19774430
36095489,36286466
36095489,11516503
36095489,42830223
36095489,25721348
36095489,42069010
36095489,28356782
36095489,16189054
36095489,65141468
36095489,50211770
36095489,50722780
36095489,13551900
36095489,63124524
36095489,64301089
36095489,32606303
36095489,40180929
36095489,38181722
36095489,54124331
36095489,13195096
36095489,35103007
36095489,57295534
36095489,16709682
36095489,2182211
36095489,64176003
36095489,64905407
36095489,24641196
36095489,37019019
36095489,45690244
36095489,64642697
36095489,22292675
36095489,60094820
36095489,50645600
36095489,29681703
36095489,35025981
36095489,57488979
36095489,28514981
36095489,1241414
36095489,27260101
36095489,16904272
36095489,8490541
36095489,63014299
36095489,26584566
36095489,10353000
36095489,52082613
36095489,15721206
36095489,28303153
36095489,12124080
36095489,56578158
36095489,56051419
36095489,50191991
36095489,35667731
36095489,49922087
36095489,31593903
36095489,41140166
36095489,20020184
36095489,33833385
36095489,26269349
36095489,46000304
36095489,39749479
36095489,30730155
36095489,17844528
36095489,36941036
36095489,33279433
36095489,27550239
36095489,33574470
36095489,57818099
36095489,53224029
36095489,32571228
36095489,55848410
36095489,54635589
36095489,21334495
36095489,21598845
36095489,60461935
36095489,36891498
36095489,18303546
36095489,58689905
36095489,63658722
36095489,52741328
36095489,35504824
36095489,34712913
36095489,23391428
36095489,10226839
36095489,47190461
36095489,5272196
36095489,16042571
36095489,43606400
36095489,15419624
36095489,25785995
31929988,30975292
31929988,12323237
31929988,11680134
31929988,13598651
31929988,34708422
31929988,46292243
31929988,62205211
31929988,16118767
31929988,18739430
64314499,20219670
64314499,18820784
64314499,7484111
64314499,62511319
64314499,51885581
64314499,63254958
64314499,9487985
64314499,30217343
64314499,17918327
64314499,34823888
64314499,51827145
64314499,58248032
64314499,30974626
64314499,46711191
64314499,3873539
64314499,5134821
42136013,62205211
42136013,25025095
42136013,40014520
42136013,54318788
42136013,53152476
42136013,32629598
62205211,22382605
62205211,8347397
21987407,28914453
21987407,19066184
21987407,57307478
21987407,28765776
21987407,51708786
21987407,22625699
21987407,35758291
21987407,51246304
26976434,50757917
26976434,10641609
26976434,50366171
26976434,37114430
26976434,49812277
26976434,65101932
26976434,64236012
26976434,43020793
26976434,26057979
26976434,27802434
26976434,41949707
26976434,42562959
26976434,19011349
26976434,65916317
26976434,43167344
26976434,38835140
26976434,25908578
26976434,56736828
26976434,31180274
26976434,12168035
26976434,43430748
26976434,49944740
26976434,21998584
26976434,34826742
26976434,30646215
26976434,5677552
13953332,47344711
13953332,46691594
13953332,30578258
13953332,42227262
13953332,26583927
13953332,38040629
13953332,30025265
13953332,65056918
13953332,37641931
13953332,15069071
13953332,26450332
13953332,8818820
13953332,9845957
13953332,53056695
13953332,12731120
13953332,55904240
13953332,39881889
13953332,21938517
13953332,24084492
13953332,64076201
13953332,2849513
55813807,27981055
55813807,62181071
55813807,27616144
55813807,46583257
55813807,29156035
55813807,16305602
55813807,66553279
55813807,49054607
21978660,26057979
21978660,11452104
21978660,60949760
21978660,29149088
21978660,64420099
21978660,42157946
26057979,19145105
26057979,26590395
51733318,18552723
51733318,25908165
51733318,21631059
51733318,2575341
51733318,23838400
51733318,62487318
51733318,52553766
51733318,5653704
51733318,36277318
51733318,42107517
51733318,60254834
51733318,28847331
51733318,56978185
51733318,41676320
51733318,63934727
51733318,62016853
51733318,29670345
63289342,38082840
63289342,53956645
63289342,52329650
63289342,50394338
63289342,16901443
63289342,31216201
63289342,22086249
63289342,1878921
63289342,2259985
63289342,7210394
1603395,39114192
1603395,24735597
1603395,56668735
1603395,59272118
1603395,36002848
1603395,12010304
1603395,7787846
1603395,34488864
1603395,7268441
34138783,9706319
34138783,4701088
34138783,17548228
34138783,27802434
34138783,56475708
34138783,8010523
34138783,10420984
34138783,51832163
34138783,56832711
34138783,42727325
34138783,51786962
34138783,42240017
34138783,27803194
34138783,2965402
34138783,50034633
34138783,50554747
34138783,9378346
34138783,44164817
34138783,38465811
34138783,44848757
34138783,25090149
34138783,1319488
34138783,47886325
34138783,12713301
34138783,63246978
34138783,36035385
34138783,45027538
34138783,12471880
27802434,23852283
27802434,12530587
33574470,4728703
33574470,28417516
33574470,41965317
35658476,14114384
35658476,3186728
35658476,40775036
35658476,36186840
35658476,29241175
35658476,25242161
35658476,45202279
35658476,55169942
35658476,44596295
35658476,52703399
35658476,18871470
35658476,3910570
35658476,16053997
35658476,15522922
35658476,2456266
35658476,39925712
35658476,16118767
35658476,57707678
35658476,19452738
35658476,41908319
35658476,23762528
35658476,44637197
35658476,42310882
35658476,23750293
35658476,25532466
35658476,47042892
35658476,6554987
35658476,17362548
35658476,53152476
35658476,24369358
35658476,52920108
35658476,64172029
35658476,23880515
35658476,48375125
35658476,35971924
35658476,26851957
35658476,46836388
35658476,20291300
53152476,8347397
53152476,21824684
10974312,11452104
10974312,18646952
10974312,17769895
10974312,59828216
10974312,21744573
10974312,12488509
10974312,49231290
10974312,25775743
10974312,35029202
11452104,19145105
11452104,54777501
61620318,37802282
61620318,40528607
61620318,25894437
61620318,63069014
61620318,3393882
61620318,55776457
61620318,48570530
61620318,17450080
61620318,18524424
61620318,23976123
27682547,4822871
27682547,66565806
27682547,61042494
27682547,33679375
27682547,52981188
27682547,19841971
27682547,33683021
27682547,27286918
20986360,30056047
20986360,14013972
20986360,56600583
20986360,44037844
20986360,36439999
20986360,37668457
20986360,41285986
20986360,42690610
20986360,24539791
20986360,46179388
20986360,48618915
20986360,38648157
20986360,412827
56084165,4328520
56084165,58795361
56084165,50366171
56084165,15218626
56084165,40289672
56084165,53956645
56084165,27192628
56084165,18955729
56084165,35798635
56084165,20461594
56084165,58982007
56084165,44824566
56084165,6016843
56084165,62276139
56084165,26102088
56084165,45577876
50366171,28383042
50366171,60141489
50366171,53515126
53956645,51022107
53956645,60141489
28303153,31450195
28303153,32787960
28303153,50460964
28303153,18148637
28303153,29276996
19041147,56635662
19041147,58653105
19041147,507683
19041147,19371454
19041147,8009465
19041147,41151923
19041147,28150001
19041147,56364727
19041147,23852334
19041147,42687523
19041147,17624940
19041147,13185228
53163426,34928910
53163426,54128777
53163426,1109818
53163426,12531400
12124080,33673514
12124080,6739361
12124080,58698443
12124080,10565346
65068885,39848961
65068885,60097929
65068885,39625613
65068885,3555808
65068885,32267249
65068885,28378554
65068885,47056377
65068885,32096462
54237739,46949741
54237739,32746340
54237739,44555683
54237739,6582177
54237739,47531166
54237739,1637389
54237739,64316036
57818099,4135686
31102677,9816693
31102677,5138748
31102677,8959018
31102677,20677335
31102677,61699231
31102677,30787964
31102677,11772922
31102677,33181284
31102677,24081816
31102677,24966981
31102677,8343283
31102677,29149088
31102677,44555683
44555683,18227709
47835158,56635662
47835158,56964520
47835158,3670302
47835158,19508434
47835158,2960134
47835158,20736792
47835158,28197264
47835158,31322541
47835158,63633084
47835158,48484986
47835158,4002884
47835158,4712420
47835158,46185393
47835158,2376223
47835158,19607693
47835158,35347362
47835158,37072463
47835158,33487178
47835158,27176715
47835158,37393070
47835158,29434819
47835158,24426205
56635662,51669402
56635662,38925438
56635662,8585789
56635662,1902348
56635662,29879582
56635662,64322021
41164500,4677540
41164500,34366667
41164500,56394085
41164500,21190546
41164500,45910264
41164500,43627214
41164500,54870239
41164500,65039423
27305307,21379668
27305307,62360561
27305307,53520446
27305307,48484986
27305307,49837488
27305307,38297379
27305307,61482806
27305307,25042142
27305307,12032535
27305307,3629576
27305307,9831900
27305307,35968373
27305307,50348425
27305307,53004946
27305307,14370300
27305307,45843759
27305307,271571
27305307,7948173
27305307,8545158
48484986,53086073
48484986,23840701
57758771,13243607
57758771,37815524
57758771,16764933
57758771,10467426
57758771,760355
57758771,3102564
57758771,7126066
57758771,12498319
57758771,64561023
57758771,41521901
57758771,16997553
57758771,66583752
57758771,55721056
57758771,12179240
57758771,49611165
57758771,30272672
57758771,24966981
57758771,52093241
57758771,11807569
57758771,22776158
57758771,7100651
57758771,63726037
57758771,44194544
57758771,66016387
24873198,36952659
24873198,3890678
24873198,31049196
24873198,49985893
24873198,22129158
24873198,14729959
24873198,53329058
24873198,55148135
24873198,6201621
24873198,44943942
24873198,41617231
24873198,11972172
24873198,46058081
24873198,59403808
24873198,64349784
61548989,35207292
61548989,17169722
61548989,44038406
61548989,39788038
20192920,65962922
20192920,31678090
20192920,33753592
20192920,24513984
20192920,29314718
20192920,34561423
20192920,62906624
20192920,39881889
20192920,12998844
39881889,36959007
26848865,8645849
26848865,21493505
26848865,43342185
26848865,53899733
26848865,51730288
26848865,49224693
26848865,15487587
26848865,31110274
26848865,42655286
26848865,18582818
26848865,5070806
26848865,61867218
26848865,13349546
26848865,19294133
558601,58653105
558601,37696308
558601,43346930
558601,17072271
558601,53467205
558601,8867942
558601,22195303
558601,31412049
58653105,51669402
58653105,62592565
51669402,31466193
56578158,5236298
56578158,20736702
56578158,52784341
35126654,43406002
35126654,44006650
35126654,50424588
35126654,7909225
35126654,63384371
35126654,22269557
35126654,21498656
35126654,64508220
35126654,64420099
35126654,26304383
64420099,62476791
64420099,43308692
53224029,23155453
18487382,22701413
18487382,17027180
18487382,66171059
18487382,46377035
18487382,28591608
18487382,23242717
18487382,29092647
18487382,42225969
18487382,51144252
18487382,9915587
18487382,6096092
18487382,25991706
62126942,13936170
62126942,36495581
62126942,11153671
62126942,37255115
62126942,41282987
62126942,16198297
62126942,19198314
62126942,41233702
62126942,19412809
13769167,35119748
13769167,30271110
13769167,38856919
13769167,34503747
13769167,18572220
13769167,59773026
13769167,35748253
13769167,66764441
13769167,25821467
13769167,63525357
13769167,4287376
13769167,37750494
13769167,45566063
13769167,65798293
13769167,54755545
13769167,41676320
13769167,11814578
13769167,47362699
13769167,63493404
13769167,57990439
13769167,21467138
13769167,2285340
13769167,30775736
36476458,63356878
36476458,18056820
36476458,47634231
36476458,11207142
36476458,24349951
36476458,48461496
36476458,5615354
36476458,34982846
36476458,10087775
36476458,45558068
36476458,34119821
36476458,8052256
36476458,47898908
36476458,23099642
36476458,65870977
36476458,4822871
36476458,65645149
36476458,2049407
36476458,12940456
36476458,6648210
36476458,57289924
36476458,42092837
4822871,13782785
4822871,14156630
36639464,28095666
36639464,49118604
36639464,1768405
36639464,49552419
36639464,39189084
36639464,35899269
36639464,53306787
36639464,33972343
36639464,62659589
36639464,31474081
36639464,21938517
21938517,36959007
21843009,11814578
21843009,7370905
21843009,6608113
21843009,34803255
21843009,45078876
21843009,64952192
21843009,4014425
11814578,5522663
11814578,10155571
32571228,35156395
64535766,35700202
64535766,21461840
64535766,55852079
64535766,24291712
65369057,294516
65369057,28197264
65369057,38981971
65369057,10389349
65369057,19707362
65369057,63716704
65369057,1437417
65369057,23432348
65369057,18646952
65369057,11772922
65369057,64227383
65369057,3751811
65369057,16917939
65369057,35070001
65369057,13323271
65369057,43023444
65369057,53684557
18646952,54777501
18646952,24681471
11772922,58395930
11772922,24681471
11772922,23840701
28197264,47839410
28197264,62375
28197264,41438147
7922764,13861223
7922764,39848961
7922764,20485586
7922764,26583927
7922764,28485445
7922764,64832343
7922764,61801851
7922764,24666044
7922764,27879403
7922764,30763446
7922764,40556589
7922764,40180602
7922764,36109939
7922764,55292330
7922764,29821054
26583927,30583481
26583927,48944835
26583927,26525161
39848961,35621570
39848961,55621959
39848961,26525161
23391428,38940194
40180929,15798937
40180929,36544297
40180929,58248032
40180929,11877606
40180929,39832750
40180929,15813636
58248032,22435727
58248032,55646340
9136819,42766386
9136819,64344628
9136819,4367132
9136819,52099427
9136819,10449039
9136819,52621968
9136819,19841971
19841971,18227709
3032192,9706319
3032192,48275681
3032192,4898219
3032192,49277369
3032192,61854634
3032192,62181014
3032192,49944740
3032192,17139880
3032192,62579136
3032192,31928345
3032192,24988846
3032192,16711070
49944740,12530587
9706319,51572740
9706319,32596383
9706319,50888348
9706319,12530587
12530587,43308692
40643273,34621947
40643273,30930124
40643273,67048708
40643273,33894897
40643273,21481660
40643273,3502967
40643273,60030152
40643273,56581400
40643273,5071490
40643273,29709667
40643273,12618053
39685249,38900743
39685249,2232070
39685249,44190281
39685249,59525076
39685249,8993974
39685249,3141885
39685249,42643097
39685249,49320182
39685249,55792280
39685249,36381718
39685249,1813042
39685249,22763251
39685249,37964111
39685249,6201621
39685249,19879901
6201621,40955951
6201621,58294552
47190461,22358994
56051419,10382851
56051419,62188631
56051419,54823968
56051419,12716365
56051419,28372271
46927928,57126696
46927928,11326923
46927928,44797598
46927928,29831874
46927928,60459623
46927928,8097196
46927928,28485445
46927928,63776723
46927928,9543351
46927928,18867897
28485445,27578701
28485445,26525161
38181722,41283016
38181722,65562139
49657848,35747537
49657848,2697685
49657848,24382728
49657848,532572
49657848,42378714
49657848,46691594
49657848,3670302
49657848,46142313
49657848,23831574
49657848,45840951
49657848,23636569
49657848,917313
49657848,49827171
49657848,11510830
49657848,21683167
49657848,5038912
49657848,49837488
49657848,56768057
49657848,48865380
49657848,41656215
49657848,26958242
49657848,56338965
49657848,48176865
49657848,60135760
49657848,30924194
49657848,11128276
49657848,51608582
49657848,26385004
49657848,57148993
49657848,30593878
49657848,39587982
46691594,28992987
46691594,22970807
3670302,20579955
3670302,55920099
3670302,62503909
3670302,32750687
49837488,20933215
49837488,23840701
65553759,25984689
65553759,14821514
65553759,2229398
65553759,27788743
65553759,38040629
65553759,54011725
65553759,39746366
65553759,30604011
65553759,9008655
65553759,15683213
65553759,34414093
65553759,1210256
65553759,9339253
65553759,6021585
65553759,46500466
65553759,8936436
65553759,57005284
65553759,58240631
65553759,9930873
38040629,42174210
38040629,66358970
34843106,47636613
34843106,51794995
34843106,55234886
34843106,20319165
34843106,32856445
34843106,43307901
34843106,52778382
34843106,9297915
34647552,25406095
34647552,14114384
34647552,55067395
34647552,11826469
34647552,26351974
34647552,5788946
34647552,2584202
34647552,49556961
34647552,5615354
34647552,52583483
34647552,21183692
34647552,39275324
34647552,27955454
34647552,63187399
34647552,2971114
34647552,5728071
14114384,56914106
14114384,15493888
5615354,4239689
5615354,25372210
5615354,38934106
52741328,61858897
52741328,40728623
34912651,4930104
34912651,19718276
34912651,32896639
34912651,41949707
34912651,42643097
34912651,45562766
34912651,34829104
34912651,50298012
34912651,48570530
34912651,10326326
34912651,14339545
34912651,26973429
34912651,33040828
34912651,20973435
41949707,51035794
41949707,39872750
41949707,26590395
42643097,29231641
42643097,37083437
48340264,41789859
48340264,28300752
48340264,25614285
48340264,17125951
48340264,48476264
48340264,27618292
48340264,57153092
48340264,6032321
48340264,35467005
48340264,12043186
48340264,11581492
48340264,62971220
48340264,44561592
48340264,6127331
48340264,55509683
48340264,20505658
48340264,53137596
48340264,2656505
48340264,42562959
48340264,39925712
48340264,31450195
48340264,13936170
48340264,54011725
48340264,10040874
48340264,39797794
48340264,40981804
48340264,33232958
48340264,30685252
48340264,42308925
48340264,1975353
48340264,57774899
48340264,19507651
48340264,35268504
42562959,56574978
42562959,430847
42562959,26590395
39925712,17628158
39925712,63088357
31450195,29932423
31450195,30513010
13936170,17007489
13936170,897558
54011725,17007489
54011725,58651180
34086622,50513811
34086622,63356878
34086622,61408561
34086622,28063729
34086622,53394451
34086622,63329415
34086622,56842998
34086622,3765900
34086622,36954707
22325606,12924671
22325606,62487318
22325606,36743453
22325606,51608582
22325606,46554102
22325606,16968004
22325606,26403083
62487318,18018862
62487318,1363330
62487318,24681471
51608582,36959007
50191991,43502546
50191991,7027509
35667731,36225032
35667731,56202529
35667731,6869651
35667731,63097409
54124331,45910264
54124331,35700202
45910264,36959007
55848410,61791820
25611931,12728411
25611931,30624646
25611931,35788514
25611931,37436925
25611931,4364666
25611931,52263236
25611931,12866010
25611931,66328232
25611931,4898219
25611931,65724760
25611931,13243777
25611931,61249565
25611931,31553150
25611931,59323792
25611931,6756095
25611931,19361102
25611931,36108705
4898219,55995760
4898219,24530622
44551012,47344711
44551012,2697685
44551012,47456445
44551012,10522445
44551012,5138748
44551012,14821514
44551012,12618957
44551012,10049630
44551012,60570876
44551012,2868937
44551012,994706
44551012,45532007
44551012,26541306
44551012,11362307
44551012,41097505
44551012,50531896
44551012,8359655
44551012,9831900
44551012,64363881
44551012,62008230
44551012,45299618
44551012,3292256
44551012,31489360
44551012,27374661
44551012,38815229
47344711,28992987
47344711,37335274
47344711,21508103
5138748,24480495
5138748,21488483
2697685,19287403
2697685,26437561
2697685,28992987
2697685,48578293
2697685,16379408
14821514,2588194
14821514,35373778
12755198,64227383
12755198,42931808
12755198,25814980
12755198,1561920
64227383,54777501
32988905,33048083
32988905,39017339
32988905,40061311
32988905,12618957
32988905,22327490
32988905,59304604
32988905,12932393
32988905,27889680
32988905,52624253
32988905,30944485
32988905,24746487
32988905,5509936
32988905,10142663
32988905,62672644
32988905,47321144
32988905,39746366
32988905,51464877
32988905,27781240
32988905,66842840
32988905,12037481
32988905,16387025
32988905,29870158
32988905,45446878
32988905,726012
32988905,24057607
32988905,62527859
32988905,12791043
32988905,6085571
32988905,4248888
32988905,55053273
32988905,14239509
32988905,66373586
32988905,56454970
32988905,16444193
32988905,41282987
32988905,47658893
32988905,10252938
41282987,55865396
41282987,36959007
39746366,7714547
39746366,65815467
12618957,43480056
12618957,65815467
12618957,10457266
49922087,8122168
49922087,32760211
49922087,3867081
49922087,57154447
7327749,30268325
7327749,53539634
7327749,31216201
7327749,56475708
7327749,61414740
7327749,64079055
7327749,9467926
7327749,15724035
7327749,46476413
7327749,18753505
7327749,24369358
7327749,22202728
7327749,17649690
7327749,52406965
7327749,49546224
7327749,8645849
31216201,21768731
31216201,6832464
56475708,59376348
56475708,42418907
56475708,30758518
24369358,40411030
24369358,63736017
24369358,36959007
8645849,50073830
8645849,15649490
35399006,25908165
35399006,36046195
35399006,30035455
35399006,53444686
35399006,20947716
35399006,6384774
35399006,13728169
35399006,4843244
35399006,48504340
35399006,16819413
35399006,8753871
35399006,20004077
35399006,22202728
35399006,6583234
35399006,18968675
35399006,36002848
35399006,42271671
35399006,40853487
25908165,784964
25908165,35005226
36002848,14006306
36002848,39788038
22202728,36959007
49585085,66806484
49585085,9070940
49585085,66799896
49585085,51670136
49585085,6846333
49585085,61462506
49585085,56342503
49585085,59731425
49585085,912169
49585085,35037457
39051433,65910628
39051433,48244391
39051433,57325274
39051433,34332437
39051433,58213668
39051433,2003129
39051433,54252014
6759772,54608212
6759772,16695712
6759772,8833581
6759772,14498933
38687472,25079044
38687472,24566245
38687472,27494465
38687472,17270105
38687472,25155359
38687472,45561215
38687472,33487178
38687472,43758312
35652774,5486647
35652774,15218626
35652774,43020793
35652774,41672399
35652774,32725696
35652774,38335920
35652774,51841438
35652774,7094026
35652774,52553766
35652774,4535925
35652774,47521304
35652774,56655197
35652774,48957835
52553766,54451890
52553766,47995686
52553766,45171500
15218626,60141489
15218626,54451890
54451890,6382279
54451890,29164348
13195096,43307901
13195096,27645368
13195096,35781791
13195096,51035794
13195096,36186943
13195096,40113943
13195096,65474629
43307901,24406096
43307901,32284538
51035794,40528131
51035794,56985471
57158127,76280
57158127,28914453
57158127,16118767
57158127,52967977
57158127,49358931
57158127,11425864
57158127,57460094
57158127,51821807
57158127,32617994
57158127,17185147
57158127,11653740
57158127,53346386
57158127,64264049
57158127,56714329
57158127,57282125
57158127,883244
28914453,58710837
28914453,65815467
16118767,59812792
16118767,30922686
14748939,54727107
14748939,18048534
14748939,60149946
14748939,21100861
14748939,13637830
14748939,18338963
14748939,49198390
14748939,8402990
14748939,5134821
14748939,2285340
14748939,11910153
5134821,18227709
2285340,18227709
38634170,30056047
38634170,64141948
38634170,20935831
38634170,1768405
38634170,51464877
38634170,54856944
38634170,15305261
38634170,33177288
38634170,2650916
38634170,13646116
38634170,27176944
30056047,19446709
30056047,63548582
1768405,54261656
1768405,65815467
51464877,63548582
51464877,65815467
35103007,13104727
35103007,34792659
35103007,18751471
35103007,65562139
61937149,35309437
61937149,24382728
61937149,33819114
61937149,15299811
61937149,11911472
61937149,2337330
61937149,65920711
61937149,677602
61937149,33139268
61937149,56007183
61937149,10049630
61937149,9122461
61937149,5811091
61937149,66740923
61937149,60949760
61937149,66575152
61937149,25859072
61937149,59784152
61937149,51406405
61937149,25814980
61937149,12239725
61937149,26492771
61937149,58606833
60949760,54777501
60949760,18174193
24382728,4039444
24382728,48578293
24382728,61346050
24382728,28475147
24382728,62140060
24382728,28963450
10049630,48578293
10049630,5162743
10049630,21488483
48578293,47635160
48578293,23840701
447140,46949741
447140,24750147
447140,19649834
447140,42297478
447140,45359950
46949741,49819045
46949741,30775736
30775736,18227709
10226839,27593967
76290,12728411
76290,61471271
76290,28668887
76290,760355
76290,16870874
76290,26888248
76290,8010523
76290,61414740
76290,48419398
76290,58865066
76290,42745021
76290,39390015
76290,7533109
76290,35798635
8010523,32284538
8010523,42418907
35798635,46320183
35798635,58781463
760355,6816491
760355,33253030
760355,6832464
760355,31835227
12728411,55456688
12728411,22595379
12728411,32486565
12728411,55767118
12728411,63434229
12728411,54982714
61414740,65595457
61414740,6832464
6096824,36186840
6096824,10714172
6096824,1421779
6096824,41521901
6096824,23681070
6096824,52778980
6096824,57443179
36186840,64832343
36186840,55862300
41521901,55862300
41521901,31334829
64832343,61736210
64832343,49641552
64832343,33396366
64832343,48944835
29400800,76280
29400800,5471803
29400800,57179841
29400800,11069182
29400800,42916125
29400800,17941678
